Location name,Lat (GDA94),Long (GDA94),Survey date,Depth (m),Chlorophyll a (ug/L),Secchi depth (metres),Total N (mg/L),Ammonia (mg/L),Organic N (mg/L),NOx (mg/L),DO (mg/L),DO saturation (%),pH (Unit),Pheopigments (ug/L),FRP (mg/L),Total P (mg/L),Salinity (g/L),Conductivity (mS/cm),Temp (deg C),Turbidity (NTU)
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-05-09,0.2,1.6,1.45,0.21,< 0.004,0.202,0.004,7.3,96.7,8.11,0.2,0.018,0.048,33.8,51.4,19.1,2.6
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2014-05-09,0.2,1.6,1.6,0.26,0.006,0.248,0.006,7.3,95.1,7.99,2.9,0.046,0.061,31.0,47.6,19.51,2.3
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-05-09,0.2,1.8,1.2,0.34,0.034,0.292,0.014,6.9,88.9,7.8,2.5,0.072,0.088,27.3,42.5,19.56,3.6
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-05-09,0.2,3.8,1.3,0.36,0.073,0.233,0.054,5.7,73.8,7.61,2.7,0.083,0.094,25.9,40.5,20.63,3.7
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-05-13,0.2,1.5,1.2,0.18,< 0.004,0.171,0.005,7.5,102.5,8.15,< 0.1,0.017,0.021,34.7,52.6,20.46,4.7
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-05-13,0.2,1.3,1.3,0.19,< 0.004,0.182,0.004,7.5,101.7,8.19,< 0.1,0.017,0.02,35.0,53.1,20.3,4.5
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-05-13,0.2,0.9,1.6,0.21,< 0.004,0.201,0.005,7.6,103.4,8.22,0.1,0.017,0.017,34.9,53.0,20.13,5.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2014-06-10,0.2,0.8,1.2,0.16,< 0.004,0.151,0.005,7.1,94.7,8.1,0.4,0.016,0.023,36.0,54.4,18.8,1.4
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-06-10,0.2,2.4,1.35,0.2,< 0.004,0.191,0.005,7.0,91.5,8.03,< 0.1,0.02,0.056,34.6,52.6,18.23,2.8
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2014-06-10,0.2,1.8,1.35,0.21,< 0.004,0.201,0.005,6.9,90.9,7.95,1.2,0.017,0.057,34.0,51.7,19.19,3.4
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-06-10,0.2,6.4,1,0.35,0.031,0.307,0.012,6.3,83.3,7.69,2,0.066,0.098,30.2,46.5,20.1,5.5
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-06-10,0.2,3.4,1.2,0.41,0.064,0.287,0.059,5.4,70.8,7.47,1.2,0.093,0.12,27.7,43.0,20.67,5.2
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-06-13,0.2,0.8,1.5,0.18,< 0.004,0.172,0.004,7.1,95.3,8.12,0.3,0.018,0.025,36.0,54.3,19.2,3.2
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-06-13,0.2,0.8,2.1,0.15,< 0.004,0.142,0.004,7.3,97.3,8.18,0.4,0.014,0.024,35.9,54.2,19.13,2.1
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-06-13,0.2,1.1,1.5,0.14,< 0.004,0.132,0.004,7.4,99.6,8.26,0.5,0.016,0.022,35.8,54.1,19.49,3.3
NORTH PINE RIVER 5.5km FROM MOUTH 100m U/S OF DEEPWATER BEND (EHMP) SITE 802,-27.298117,153.035287,2014-08-07,0.2,0.6,3.3,0.24,< 0.004,0.231,0.005,7.5,94.6,7.92,1.9,0.022,0.026,33.2,50.6,17.05,1.8
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-08-07,0.2,1.3,1.5,0.3,0.009,0.285,0.006,7.4,93.5,7.81,0.9,0.07,0.074,30.8,47.3,17.63,3.1
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-08-07,0.2,0.8,2,0.32,0.024,0.288,0.008,6.4,80.4,7.58,0.6,0.069,0.074,28.2,43.7,17.96,2.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-08-12,0.2,0.9,1.4,0.23,< 0.004,0.221,0.005,7.3,95.9,7.97,< 0.1,0.015,0.018,36.5,55.1,18.21,4.7
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-08-12,0.2,0.4,2.4,0.17,< 0.004,0.162,0.004,7.5,99.3,8.07,< 0.1,0.016,0.017,36.2,54.6,18.39,1.5
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-08-12,0.2,0.3,1.9,0.17,< 0.004,0.162,0.004,7.6,98.5,8.15,0.1,0.01,0.012,36.1,54.5,17.72,2.2
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2014-09-05,0.2,0.9,2.7,0.18,< 0.004,0.172,0.004,7.5,96.0,8.17,< 0.1,0.014,0.04,32.5,49.7,17.52,1.5
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-09-05,0.2,0.2,2.5,0.23,< 0.004,0.222,0.004,7.6,96.1,8.09,1.8,0.017,0.047,29.7,45.8,17.93,2.2
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-09-05,0.2,2.1,1.9,0.29,< 0.004,0.279,0.007,7.7,96.0,7.93,1.2,0.049,0.073,25.6,40.1,18.73,2.1
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-09-05,0.2,0.3,2.5,0.28,0.005,0.233,0.042,6.7,83.2,7.71,1.1,0.048,0.063,23.1,36.5,19.14,2.2
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-09-05,0.2,5.7,3.3,0.15,< 0.004,0.142,0.004,7.3,95.4,8.14,17.1,0.011,0.017,34.6,52.5,18.04,1.1
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-09-05,0.2,2.6,2.7,0.16,< 0.004,0.151,0.005,7.3,95.5,8.15,1.1,0.011,0.016,34.8,52.8,18.06,2.0
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2014-10-07,0.2,0.9,1.5,0.2,< 0.004,0.192,0.004,6.6,94.2,8.14,0.2,0.024,0.043,35.0,53.0,22.73,3.6
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-10-07,0.2,1,1.5,0.2,< 0.004,0.192,0.004,6.5,93.2,8.09,0.3,0.018,0.048,34.8,52.7,22.96,4.4
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-10-07,0.2,2,1.8,0.31,0.019,0.285,0.006,6.1,87.0,7.85,0.6,0.06,0.071,31.4,48.1,24.21,4.8
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-10-07,0.2,2.6,1.8,0.33,0.02,0.304,0.006,6.0,85.4,7.74,1.2,0.1,0.11,28.8,44.6,24.63,2.3
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-10-07,0.2,1.7,0.7,0.28,< 0.004,0.271,0.005,6.7,95.7,8.31,0.4,0.02,0.057,32.8,50.1,24.21,12.4
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-10-07,0.2,1,1.3,0.22,< 0.004,0.212,0.004,6.9,98.5,8.35,0.2,0.021,0.047,32.6,49.9,23.56,4.6
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-10-07,0.2,0.6,1.1,0.19,< 0.004,0.182,0.004,6.9,97.4,8.4,0.4,0.019,0.047,32.7,49.9,23.17,5.3
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2014-11-03,0.2,3,0.7,0.26,< 0.004,0.254,0.002,6.2,92.2,8.19,3.7,0.019,0.082,35.6,53.9,24.84,15.3
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-11-03,0.2,4.3,0.7,0.29,< 0.004,0.283,0.003,5.9,87.7,8.04,2.7,0.022,0.093,34.2,52.0,25.73,14.1
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-11-03,0.2,9.6,0.9,0.41,< 0.004,0.403,0.003,5.9,86.9,7.89,5.1,0.068,0.11,31.7,48.5,26.32,10.1
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-11-03,0.2,4.4,0.8,0.33,0.018,0.308,0.004,4.7,68.9,7.67,1.8,0.074,0.11,28.7,44.4,26.88,8.1
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-11-03,0.2,1.6,0.4,0.27,< 0.004,0.263,0.003,6.4,93.9,8.08,2.8,0.015,0.091,36.6,55.2,23.66,25.4
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-11-03,0.2,3.8,0.4,0.25,< 0.004,0.243,0.003,6.3,93.0,8.1,1.3,0.019,0.09,36.6,55.2,24.3,26.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-11-03,0.2,1.2,0.4,0.23,0.011,0.215,0.004,6.3,92.6,8.12,0.3,0.016,0.088,36.4,54.9,24.45,24.9
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2014-12-01,0.2,2.3,0.9,0.62,< 0.004,0.61,0.006,6.2,94.0,7.71,1.4,0.016,0.07,33.0,50.4,26.93,6.9
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2014-12-01,0.2,3.9,1.2,0.39,< 0.004,0.381,0.005,6.3,94.6,7.57,2.4,0.053,0.083,32.2,49.2,27.3,4.8
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2014-12-01,0.2,3.3,1.2,0.38,< 0.004,0.37,0.006,6.9,105.1,7.49,4.8,0.11,0.15,29.9,46.1,28.32,5.1
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2014-12-01,0.2,4.2,1.2,0.35,< 0.004,0.34,0.006,6.1,90.7,7.28,1.2,0.099,0.13,26.9,41.9,28.48,3.7
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2014-12-02,0.2,1.5,0.35,0.21,< 0.004,0.202,0.004,6.4,95.4,8.27,1.9,0.016,0.06,35.7,54.0,25.5,3.1
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2014-12-02,0.2,1.8,0.5,0.21,< 0.004,0.2,0.006,6.0,89.4,8.1,2.5,0.015,0.061,35.1,53.2,25.81,14.5
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2014-12-02,0.2,1.7,0.7,0.22,< 0.004,0.21,0.006,6.4,97.8,8.29,4.8,0.017,0.064,34.9,53.0,26.72,9.3
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-02-02,0.2,2.3,1.6,0.26,< 0.004,0.252,0.004,6.2,94.3,8.16,0.8,0.013,0.037,31.2,47.9,28.5,3.3
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-02-02,0.2,4.6,1,0.39,< 0.004,0.382,0.004,6.1,91.9,8.04,3.8,0.045,0.071,26.9,42.0,28.75,4.3
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-02-02,0.2,10,1,0.51,< 0.004,0.504,0.002,6.8,98.7,7.94,6.4,0.085,0.12,18.8,30.3,29.59,5.2
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-02-02,0.2,16.1,1,0.53,< 0.004,0.523,0.003,5.7,81.1,7.62,7.7,0.11,0.14,16.0,26.2,29.42,6.0
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-02-09,0.2,0.1,1.4,0.22,< 0.004,0.212,0.004,7.0,106.6,8.23,0.4,0.015,0.049,33.3,50.7,27.65,6.1
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-02-09,0.2,2.9,1.3,0.18,< 0.004,0.172,0.004,6.8,103.6,8.28,1.8,0.014,0.043,34.3,52.1,27.51,6.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-02-09,0.2,18.8,1.3,0.17,< 0.004,0.162,0.004,7.6,115.3,8.35,10.1,0.009,0.018,34.7,52.6,26.61,4.4
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-03-03,0.2,2.8,1.3,0.41,< 0.004,0.403,0.003,7.3,106.7,8.37,4.5,0.007,0.062,23.3,36.8,28.39,5.6
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-03-03,0.2,5.6,0.85,0.54,0.006,0.532,< 0.002,8.2,116.9,8.38,13.3,0.008,0.072,18.1,29.2,28.68,11.2
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-03-03,0.2,22,0.75,0.66,0.006,0.652,< 0.002,10.5,147.2,8.45,16.2,0.021,0.1,11.5,19.4,29.52,9.5
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-03-03,0.2,8.1,0.6,0.65,< 0.004,0.644,< 0.002,9.5,127.8,7.84,51.5,0.023,0.085,7.5,13.0,28.62,11.2
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-03-04,0.2,6.3,0.7,0.39,< 0.004,0.384,0.002,7.1,107.3,8.05,1.2,0.009,0.052,26.7,41.6,29.03,9.5
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-03-04,0.2,0.4,1.95,0.25,< 0.004,0.243,0.003,6.3,97.4,8.09,0.7,0.01,0.018,30.2,46.5,28.94,2.2
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-03-04,0.2,0.8,2.3,0.22,< 0.004,0.213,0.003,6.3,96.6,8.11,0.7,0.008,0.017,30.8,47.3,28.75,1.4
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-05-01,0.2,1.8,1,0.22,0.009,0.206,0.005,7.2,92.5,8.16,1.7,0.009,0.024,28.3,43.9,19.48,7.5
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-05-01,0.2,2.9,1.15,0.26,0.019,0.236,0.005,7.0,88.9,8.03,1.9,0.011,0.042,25.2,39.5,19.7,6.3
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-05-01,0.2,3,0.8,0.46,0.043,0.343,0.074,6.2,77.0,7.61,7.1,0.045,0.078,17.9,29.0,20.71,9.1
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-05-01,0.2,1.6,0.95,0.42,0.076,0.272,0.072,5.3,65.0,7.35,0.7,0.046,0.068,14.3,23.7,20.96,6.2
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-05-04,0.2,1.4,0.5,0.59,0.063,0.277,0.25,7.2,92.3,8.19,< 0.1,0.063,0.077,15.7,25.8,22.88,4.6
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-05-04,0.2,2.7,0.65,0.53,0.065,0.305,0.16,7.1,88.0,8.17,1,0.042,0.072,14.7,24.3,21.51,17.5
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-05-04,0.2,3.6,1.7,0.59,0.037,0.283,0.27,7.6,98.1,8.28,0.7,0.072,0.088,16.8,27.4,22.97,3.2
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-08-04,0.2,0.2,1.55,0.16,0.008,0.15,< 0.002,7.4,95.7,8.08,1.3,0.009,< 0.01,33.0,50.4,18.33,0.9
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-08-04,0.2,1.7,1.5,0.2,0.017,0.168,0.015,7.2,92.2,7.97,0.2,0.007,< 0.01,31.3,48.0,18.28,2.6
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-08-04,0.2,1.8,1.2,0.27,0.032,0.208,0.03,6.8,85.1,7.7,1.3,0.042,0.047,25.9,40.4,18.95,2.4
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-08-04,0.2,1.1,2.5,0.28,0.038,0.201,0.041,6.3,76.1,7.48,0.3,0.04,0.043,19.8,31.8,18.94,0.6
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-08-04,0.2,1.1,1.4,0.18,0.014,0.148,0.018,7.4,96.6,8.04,0.9,0.002,< 0.01,34.0,51.6,18.53,5.3
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-08-04,0.2,0.7,1.8,0.15,0.009,0.139,< 0.002,7.6,98.1,8.08,0.8,0.002,< 0.01,33.9,51.5,18.17,1.0
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-08-04,0.2,0.8,2.8,0.13,0.007,0.121,< 0.002,7.5,97.1,8.12,< 0.1,< 0.002,< 0.01,34.3,52.1,17.68,0.2
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-09-07,0.2,0.8,1.8,0.16,0.01,0.148,0.002,7.1,92.2,7.75,0.9,0.013,0.015,27.6,42.9,20.32,2.2
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-09-07,0.2,0.8,1.8,0.19,0.014,0.171,0.005,7.0,89.9,7.65,1.1,0.017,0.033,25.1,39.3,20.58,2.3
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-09-07,0.2,2.3,1.8,0.3,0.031,0.241,0.028,6.6,83.4,7.51,1,0.049,0.05,20.0,32.1,20.99,2.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-09-07,0.2,1.3,2.4,0.32,0.045,0.228,0.047,6.4,75.5,7.18,1.1,0.014,0.022,8.88,15.2,21.16,3.4
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-09-07,0.2,0.3,2.5,0.14,< 0.004,0.132,0.004,7.2,95.8,8.11,< 0.1,0.012,0.014,31.4,48.1,19.96,1.4
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-09-07,0.2,0.9,2.6,0.12,< 0.004,0.112,0.004,7.6,101.2,8.2,< 0.1,0.013,0.013,32.5,49.6,20.05,1.4
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-10-09,0.2,2.9,0.7,0.32,0.027,0.288,0.005,6.8,95.3,7.96,< 0.1,0.038,0.048,32.1,49.2,23.04,16.2
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-10-09,0.2,0.4,1,0.35,0.038,0.306,0.006,6.3,88.6,7.84,2.2,0.04,0.051,29.3,45.3,23.7,10.4
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-10-09,0.2,3.7,1.6,0.39,0.021,0.363,0.006,6.3,87.4,7.69,0.7,0.066,0.079,25.0,39.2,24.52,7.8
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-10-09,0.2,0.8,1.55,0.4,0.04,0.348,0.012,5.3,71.5,7.44,2.1,0.054,0.062,20.7,33.1,24.77,9.3
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-10-09,0.2,2,0.3,0.39,0.035,0.348,0.007,6.8,96.6,8.29,2,0.039,0.081,34.8,52.7,22.81,47.6
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-10-09,0.2,1.1,0.3,0.34,0.035,0.287,0.018,7.0,98.9,8.21,2.3,0.045,0.072,34.8,52.8,22.68,42.3
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-10-09,0.2,1,0.8,0.29,0.035,0.23,0.025,6.9,97.3,8.35,< 0.1,0.043,0.053,34.9,52.9,22.76,15.8
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-11-10,0.2,2.3,0.75,0.38,0.026,0.352,0.002,6.8,98.4,8.05,0.3,0.015,0.045,33.9,51.5,24.38,7.4
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-11-10,0.2,2.7,0.9,0.38,0.027,0.351,0.002,6.6,94.5,8.0,1.1,0.018,0.049,32.9,50.1,23.93,9.0
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-11-10,0.2,1.2,0.9,0.49,0.037,0.427,0.026,5.4,78.0,7.61,1.4,0.085,0.1,26.1,40.8,26.39,6.5
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-11-10,0.2,2.6,1.3,0.59,0.085,0.461,0.044,4.3,60.4,7.38,0.7,0.14,0.15,22.5,35.7,26.49,4.5
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-11-10,0.2,3.3,0.7,0.4,0.024,0.373,0.003,7.1,102.7,7.84,0.9,0.014,0.046,33.6,51.2,24.33,12.8
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-11-10,0.2,1.2,1,0.35,0.028,0.319,0.003,6.9,102.4,7.88,1.7,0.017,0.044,34.6,52.5,25.18,10.1
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-11-10,0.2,2.9,0.6,0.38,0.027,0.337,0.016,7.2,105.5,7.91,2.5,0.02,0.057,34.8,52.8,25.02,14.5
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2015-12-08,0.2,0.4,1.5,0.23,0.013,0.215,< 0.002,6.2,94.7,8.04,2.5,0.043,0.072,35.4,53.5,26.62,4.8
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2015-12-08,0.2,2.7,1.3,0.26,0.013,0.245,< 0.002,6.3,95.1,7.92,1.1,0.048,0.068,33.6,51.1,27.06,4.7
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2015-12-08,0.2,5,1.5,0.34,0.013,0.325,< 0.002,5.5,82.5,7.64,6,0.1,0.13,28.8,44.5,27.6,6.0
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2015-12-08,0.2,5.1,1.3,0.34,0.014,0.324,< 0.002,4.9,71.6,7.44,1.3,0.11,0.13,25.0,39.2,28.12,4.2
HAYS INLET HORNIBROOK HIGHWAY BRIDGE (EHMP) SITE 900,-27.264333,153.079957,2015-12-08,0.2,1.8,1.3,0.25,0.014,0.234,< 0.002,6.4,96.8,8.08,0.9,0.006,0.054,34.1,51.8,26.98,5.5
MORETON BAY GRID REFERENCE 080820 (088200) (EHMP) SITE 916,-27.27839,153.087709,2015-12-08,0.2,0.3,1.05,0.21,0.013,0.195,< 0.002,6.4,97.8,8.1,1.8,0.042,0.056,35.2,53.4,26.95,3.7
MORETON BAY GRID REFERENCE 100790 (105795) (107900) (EHMP) SITE 919,-27.306723,153.106036,2015-12-08,0.2,1.5,0.8,0.2,0.015,0.183,< 0.002,6.6,100.6,8.15,0.6,0.043,0.058,35.2,53.3,26.53,10.8
NORTH PINE RIVER GRID REF 062823 AT HORNIBROOK HY BR (00-030) (EHMP 800),-27.27751,153.063226,2016-02-04,0.2,2.9,1,0.23,0.004,0.224,< 0.002,5.9,90.5,8.07,0.4,< 0.002,0.05,31.1,47.7,28.19,4.8
NORTH PINE RIVER 2.4km FROM MOUTH AT DOHLES ROCKS (EHMP 801),-27.279375,153.040314,2016-02-04,0.2,4.5,1,0.28,< 0.004,0.274,< 0.002,5.8,87.1,7.96,1.2,0.036,0.075,29.1,45.0,28.45,6.5
NTH PINE RIVER 7.2km FROM MOUTH JCN WITH STH PINE RIVER (EHMP 803),-27.286379,153.014881,2016-02-04,0.2,10.6,1,0.39,0.015,0.373,< 0.002,5.2,77.8,7.7,3.8,0.087,0.14,24.8,39.0,28.66,7.8
NTH PINE RIVER 10.5km from mouth above Junction Yebri Creek (EHMP 804),-27.268849,152.991863,2016-02-04,0.2,9.4,1,0.42,0.07,0.329,0.021,3.9,57.7,7.48,2.5,0.11,0.17,22.9,36.3,28.64,6.2
